Time,ECG
3.004,-2.9
3.0060000000000002,-2.9
3.008,-2.5
3.0100000000000002,-3.6
3.012,-3.0
3.0140000000000002,-2.8
3.016,-2.4
3.0180000000000002,-2.7
3.02,-1.7
3.0220000000000002,-2.4
3.024,-2.0
3.0260000000000002,-2.4
3.028,-2.2
3.0300000000000002,-3.0
3.032,-3.1
3.0340000000000003,-2.7
3.036,-2.1
3.0380000000000003,-2.1
3.04,-1.8
3.0420000000000003,-1.9
3.044,-2.4
3.0460000000000003,-2.2
3.048,-1.7
3.0500000000000003,-2.5
3.052,-2.6
3.0540000000000003,-2.1
3.056,-2.1
3.0580000000000003,-2.4
3.06,-1.9
3.0620000000000003,-1.9
3.064,-2.2
3.0660000000000003,-2.8
3.068,-2.7
3.0700000000000003,-3.1
3.072,-2.8
3.074,-2.1
3.076,-1.3
3.078,-1.9
3.08,-1.5
3.082,-2.2
3.084,-1.8
3.086,-2.3
3.088,-1.8
3.09,-2.2
3.092,-2.4
3.094,-2.5
3.096,-1.3
3.098,-1.3
3.1,-0.8
3.102,-1.6
3.104,-1.8
3.106,-2.2
3.108,-1.9
3.11,-2.3
3.112,-1.9
3.114,-1.8
3.116,-1.5
3.118,-1.6
3.12,-0.9
3.122,-0.9
3.124,-1.1
3.126,-1.1
3.128,-1.5
3.13,-1.3
3.132,-1.4
3.134,-1.1
3.136,-0.9
3.138,-1.2
3.14,-0.8
3.142,-0.8
3.144,-1.0
3.146,-0.9
3.148,-0.9
3.15,-0.8
3.152,-0.2
3.154,0.0
3.156,0.3
3.158,-0.3
3.16,0.3
3.162,0.5
3.164,0.0
3.166,0.1
3.168,0.3
3.17,0.3
3.172,0.6
3.174,0.9
3.176,0.6
3.178,1.3
3.18,1.6
3.182,1.7
3.184,1.7
3.186,1.5
3.188,1.8
3.19,1.3
3.192,2.0
3.194,2.4
3.196,2.0
3.198,1.8
3.2,2.5
3.202,2.2
3.204,1.7
3.206,1.7
3.208,1.3
3.21,0.9
3.212,1.3
3.214,1.4
3.216,1.4
3.218,1.8
3.22,1.8
3.222,1.8
3.224,1.6
3.226,1.1
3.228,0.1
3.23,0.1
3.232,0.0
3.234,0.1
3.236,-0.6
3.238,-0.4
3.24,-0.7
3.242,-1.3
3.244,-1.2
3.246,-1.2
3.248,-1.6
3.25,-1.9
3.2520000000000002,-1.8
3.254,-1.3
3.2560000000000002,-1.9
3.258,-1.8
3.2600000000000002,-2.0
3.262,-2.4
3.2640000000000002,-2.8
3.266,-2.3
3.2680000000000002,-3.2
3.27,-3.1
3.2720000000000002,-3.1
3.274,-3.4
3.2760000000000002,-3.6
3.278,-2.9
3.2800000000000002,-2.7
3.282,-2.7
3.2840000000000003,-3.1
3.286,-3.2
3.2880000000000003,-4.3
3.29,-4.3
3.2920000000000003,-4.3
3.294,-3.9
3.2960000000000003,-4.0
3.298,-2.8
3.3000000000000003,-3.8
3.302,-3.8
3.3040000000000003,-3.8
3.306,-3.8
3.3080000000000003,-4.6
3.31,-4.6
3.3120000000000003,-4.2
3.314,-4.2
3.3160000000000003,-4.2
3.318,-3.5
3.3200000000000003,-3.9
3.322,-3.9
3.3240000000000003,-3.9
3.326,-3.7
3.3280000000000003,-5.0
3.33,-5.0
3.332,-4.3
3.334,-4.1
3.336,-4.7
3.338,-3.9
3.34,-3.9
3.342,-3.8
3.344,-4.1
3.346,-4.0
3.348,-4.7
3.35,-4.9
3.352,-5.0
3.354,-4.2
3.356,-4.2
3.358,-3.8
3.36,-3.8
3.362,-4.4
3.364,-5.0
3.366,-4.5
3.368,-4.8
3.37,-4.6
3.372,-4.0
3.374,-3.6
3.376,-4.4
3.378,-3.8
3.38,-3.8
3.382,-4.5
3.384,-4.7
3.386,-4.4
3.388,-4.8
3.39,-4.7
3.392,-4.4
3.394,-4.1
3.396,-4.3
3.398,-3.5
3.4,-4.1
3.402,-3.9
3.404,-4.0
3.406,-3.9
3.408,-4.2
3.41,-4.3
3.412,-4.0
3.414,-4.0
3.416,-4.1
3.418,-3.1
3.42,-3.9
3.422,-4.0
3.424,-4.1
3.426,-3.9
3.428,-4.2
3.43,-3.8
3.432,-4.1
3.434,-4.0
3.436,-3.9
3.438,-3.2
3.44,-3.9
3.442,-4.1
3.444,-4.3
3.446,-4.6
3.448,-4.9
3.45,-4.1
3.452,-4.3
3.454,-4.1
3.456,-4.2
3.458,-4.3
3.46,-4.5
3.462,-4.5
3.464,-4.5
3.466,-4.4
3.468,-5.0
3.47,-4.7
3.472,-4.4
3.474,-4.3
3.476,-4.1
3.478,-3.9
3.48,-4.0
3.482,-3.9
3.484,-4.4
3.486,-4.3
3.488,-4.3
3.49,-4.7
3.492,-4.5
3.494,-4.7
3.496,-4.7
3.498,-3.6
3.5,-3.7
3.5020000000000002,-4.2
3.504,-3.9
3.5060000000000002,-4.6
3.508,-5.1
3.5100000000000002,-5.0
3.512,-5.0
3.5140000000000002,-4.8
3.516,-4.2
3.5180000000000002,-4.7
3.52,-4.7
3.5220000000000002,-4.7
3.524,-4.6
3.5260000000000002,-5.0
3.528,-5.0
3.5300000000000002,-4.7
3.532,-4.7
3.5340000000000003,-5.3
3.536,-4.5
3.5380000000000003,-4.6
3.54,-4.6
3.5420000000000003,-4.5
3.544,-4.9
3.5460000000000003,-5.4
3.548,-4.8
3.5500000000000003,-4.4
3.552,-4.0
3.5540000000000003,-4.5
3.556,-3.9
3.5580000000000003,-4.2
3.56,-4.4
3.5620000000000003,-4.5
3.564,-4.0
3.5660000000000003,-4.3
3.568,-4.6
3.5700000000000003,-4.2
3.572,-4.5
3.5740000000000003,-4.6
3.576,-4.0
3.5780000000000003,-3.5
3.58,-3.6
3.5820000000000003,-3.6
3.584,-3.5
3.586,-4.5
3.588,-5.0
3.59,-4.2
3.592,-4.0
3.594,-4.1
3.596,-3.9
3.598,-3.8
3.6,-4.1
3.602,-3.9
3.604,-3.6
3.606,-4.0
3.608,-4.7
3.61,-4.5
3.612,-4.2
3.614,-4.8
3.616,-4.4
3.618,-4.5
3.62,-4.8
3.622,-5.0
3.624,-4.9
3.626,-5.8
3.628,-5.4
3.63,-5.2
3.632,-5.0
3.634,-4.9
3.636,-4.8
3.638,-4.6
3.64,-4.5
3.642,-4.9
3.644,-5.0
3.646,-5.3
3.648,-5.0
3.65,-4.8
3.652,-4.8
3.654,-5.2
3.656,-4.9
3.658,-5.0
3.66,-5.1
3.662,-5.0
3.664,-4.8
3.666,-5.2
3.668,-5.2
3.67,-5.4
3.672,-5.1
3.674,-5.1
3.676,-4.8
3.678,-5.1
3.68,-5.8
3.682,-5.3
3.684,-5.3
3.686,-5.3
3.688,-5.2
3.69,-5.3
3.692,-4.8
3.694,-5.0
3.696,-4.9
3.698,-4.9
3.7,-5.4
3.702,-5.8
3.704,-5.8
3.706,-6.7
3.708,-6.5
3.71,-6.5
3.712,-6.4
3.714,-6.0
3.716,-6.1
3.718,-5.4
3.72,-4.8
3.722,-3.3
3.724,-2.1
3.726,-1.5
3.728,0.2
3.73,1.9
3.732,3.6
3.734,4.2
3.736,4.3
3.738,3.4
3.74,1.7
3.742,0.3
3.744,-0.2
3.746,-0.6
3.748,-1.9
3.75,-3.3
3.7520000000000002,-5.9
3.754,-7.1
3.7560000000000002,-7.0
3.758,-7.4
3.7600000000000002,-7.4
3.762,-7.8
3.7640000000000002,-7.7
3.766,-7.9
3.7680000000000002,-7.4
3.77,-6.7
3.7720000000000002,-6.2
3.774,-5.5
3.7760000000000002,-5.9
3.778,-5.8
3.7800000000000002,-6.2
3.782,-5.2
3.7840000000000003,-5.2
3.786,-5.0
3.7880000000000003,-5.1
3.79,-4.6
3.7920000000000003,-4.5
3.794,-4.1
3.7960000000000003,-3.6
3.798,-4.0
3.8000000000000003,-4.1
3.802,-3.6
3.8040000000000003,-4.6
3.806,-4.7
3.8080000000000003,-4.2
3.81,-3.9
3.8120000000000003,-3.9
3.814,-3.5
3.8160000000000003,-3.5
3.818,-4.0
3.8200000000000003,-4.0
3.822,-3.9
3.8240000000000003,-4.9
3.826,-4.5
3.8280000000000003,-4.4
3.83,-4.2
3.8320000000000003,-4.2
3.834,-3.5
3.8360000000000003,-3.5
3.838,-3.8
3.84,-3.8
3.842,-3.8
3.844,-4.5
3.846,-4.6
3.848,-3.7
3.85,-3.8
3.852,-4.0
3.854,-3.5
3.856,-3.7
3.858,-3.5
3.86,-3.8
3.862,-3.5
3.864,-4.1
3.866,-4.1
3.868,-4.2
3.87,-3.5
3.872,-3.5
3.874,-3.5
3.876,-3.4
3.878,-3.6
3.88,-4.2
3.882,-3.9
3.884,-4.0
3.886,-3.5
3.888,-2.9
3.89,-2.8
3.892,-3.4
3.894,-2.8
3.896,-3.0
3.898,-3.0
3.9,-3.3
3.902,-2.9
3.904,-2.7
3.906,-2.9
3.908,-3.0
3.91,-2.5
3.912,-2.8
3.914,-1.9
3.916,-2.0
3.918,-2.0
3.92,-2.1
3.922,-1.8
3.924,-2.6
3.926,-2.2
3.928,-2.2
3.93,-2.3
3.932,-1.8
3.934,-1.3
3.936,-1.4
3.938,-1.3
3.94,-1.1
3.942,-1.1
3.944,-1.7
3.946,-0.9
3.948,-0.7
3.95,-0.9
3.952,-0.6
3.954,-0.1
3.956,0.2
3.958,-0.9
3.96,-0.6
3.962,0.2
3.964,-0.5
3.966,0.1
3.968,0.3
3.97,0.8
3.972,0.8
3.974,1.1
3.976,0.7
3.978,0.3
3.98,0.4
3.982,0.4
3.984,0.4
3.986,0.6
3.988,0.5
3.99,0.3
3.992,0.3
3.994,1.2
3.996,1.1
3.998,0.1
4.0,0.1
4.002,-0.5
4.0040000000000004,-1.0
4.006,-0.9
4.008,-1.0
4.01,-1.4
4.0120000000000005,-1.2
4.014,-1.1
4.016,-1.2
4.018,-1.6
4.0200000000000005,-1.6
4.022,-2.6
4.024,-3.1
4.026,-2.5
4.0280000000000005,-2.6
4.03,-3.2
4.032,-3.1
4.034,-3.6
4.0360000000000005,-4.0
4.038,-3.4
4.04,-3.9
4.042,-4.2
4.0440000000000005,-4.2
4.046,-4.3
4.048,-4.3
4.05,-4.6
4.0520000000000005,-4.3
4.054,-4.6
4.056,-4.8
4.058,-4.6
4.0600000000000005,-4.7
4.062,-4.9
4.064,-4.9
4.066,-5.3
4.0680000000000005,-5.0
4.07,-4.8
4.072,-4.8
4.074,-5.8
4.0760000000000005,-5.2
4.078,-5.2
4.08,-5.1
4.082,-5.4
4.0840000000000005,-5.7
4.086,-5.0
4.088,-4.9
4.09,-4.8
4.0920000000000005,-4.4
4.094,-4.4
4.096,-5.0
4.098,-5.3
4.1,-5.1
4.102,-5.3
4.104,-5.2
4.106,-5.0
4.108,-5.0
4.11,-4.9
4.112,-4.9
4.114,-5.4
4.116,-5.2
4.118,-5.1
4.12,-5.2
4.122,-5.7
4.124,-5.7
4.126,-4.8
4.128,-4.9
4.13,-4.8
4.132,-4.3
4.134,-5.1
4.136,-5.4
4.138,-5.4
4.14,-5.4
4.142,-5.6
4.144,-5.0
4.146,-4.7
4.148,-4.9
4.15,-5.2
4.152,-4.7
4.154,-5.1
4.156,-5.1
4.158,-5.3
4.16,-4.8
4.162,-5.4
4.164,-5.2
4.166,-4.8
4.168,-4.6
4.17,-4.9
4.172,-4.3
4.174,-4.3
4.176,-4.4
4.178,-4.7
4.18,-4.4
4.182,-5.1
4.184,-4.7
4.186,-4.7
4.188,-4.0
4.19,-4.5
4.192,-4.5
4.194,-4.5
4.196,-4.7
4.198,-4.6
4.2,-4.4
4.202,-4.9
4.204,-5.1
4.206,-5.1
4.208,-4.6
4.21,-4.8
4.212,-4.4
4.214,-4.4
4.216,-4.5
4.218,-5.0
4.22,-4.6
4.222,-4.9
4.224,-4.7
4.226,-4.2
4.228,-4.3
4.23,-4.0
4.232,-3.7
4.234,-4.0
4.236,-4.6
4.238,-4.7
4.24,-4.7
4.242,-5.2
4.244,-4.9
4.246,-4.6
4.248,-4.6
4.25,-4.7
4.252,-3.9
4.2540000000000004,-4.5
4.256,-4.9
4.258,-4.6
4.26,-4.7
4.2620000000000005,-4.7
4.264,-4.8
4.266,-4.5
4.268,-4.4
4.2700000000000005,-4.4
4.272,-4.2
4.274,-4.5
4.276,-4.6
4.2780000000000005,-4.7
4.28,-4.6
4.282,-5.0
4.284,-4.6
4.2860000000000005,-4.7
4.288,-4.7
4.29,-4.3
4.292,-4.1
4.2940000000000005,-4.3
4.296,-4.3
4.298,-4.6
4.3,-4.6
4.3020000000000005,-4.6
4.304,-4.6
4.306,-4.0
4.308,-4.3
4.3100000000000005,-4.5
4.312,-4.1
4.314,-3.9
4.316,-5.0
4.3180000000000005,-5.0
4.32,-5.0
4.322,-5.0
4.324,-4.9
4.3260000000000005,-4.8
4.328,-4.4
4.33,-4.4
4.332,-3.8
4.3340000000000005,-3.7
4.336,-4.3
4.338,-4.6
4.34,-4.9
4.3420000000000005,-5.2
4.344,-4.9
4.346,-4.2
4.348,-4.3
4.3500000000000005,-4.3
4.352,-3.5
4.354,-3.8
4.356,-3.9
4.358,-3.8
4.36,-4.8
4.362,-5.0
4.364,-5.0
4.366,-4.3
4.368,-4.3
4.37,-4.3
4.372,-4.2
4.374,-4.4
4.376,-4.2
4.378,-4.5
4.38,-4.8
4.382,-4.8
4.384,-4.4
4.386,-4.1
4.388,-4.1
4.39,-3.7
4.392,-3.8
4.394,-4.0
4.396,-3.9
4.398,-3.5
4.4,-4.1
4.402,-4.2
4.404,-3.7
4.406,-3.4
4.408,-4.0
4.41,-3.4
4.412,-3.4
4.414,-3.9
4.416,-4.0
4.418,-3.8
4.42,-4.4
4.422,-3.8
4.424,-3.7
4.426,-3.5
4.428,-4.1
4.43,-3.8
4.432,-4.0
4.434,-3.8
4.436,-4.3
4.438,-4.4
4.44,-4.9
4.442,-4.5
4.444,-4.3
4.446,-4.2
4.448,-4.6
4.45,-4.3
4.452,-4.3
4.454,-4.3
4.456,-4.5
4.458,-4.0
4.46,-4.5
4.462,-4.3
4.464,-4.6
4.466,-4.7
4.468,-4.3
4.47,-4.3
4.472,-4.3
4.474,-4.6
4.476,-4.5
4.478,-4.5
4.48,-5.2
4.482,-4.8
4.484,-4.2
4.486,-4.6
4.488,-4.7
4.49,-3.6
4.492,-4.5
4.494,-4.7
4.496,-4.5
4.498,-4.8
4.5,-5.2
4.502,-4.5
4.5040000000000004,-4.3
4.506,-4.2
4.508,-4.3
4.51,-3.8
4.5120000000000005,-4.1
4.514,-4.0
4.516,-5.1
4.518,-5.5
4.5200000000000005,-6.3
4.522,-6.0
4.524,-6.2
4.526,-5.8
4.5280000000000005,-5.8
4.53,-5.0
4.532,-4.4
4.534,-3.6
4.5360000000000005,-1.8
4.538,-0.4
4.54,0.9
4.542,2.4
4.5440000000000005,4.2
4.546,5.5
4.548,5.9
4.55,5.5
4.5520000000000005,4.1
4.554,1.3
4.556,1.2
4.558,1.2
4.5600000000000005,-0.7
4.562,-2.1
4.564,-3.9
4.566,-5.6
4.5680000000000005,-6.0
4.57,-5.9
4.572,-6.5
4.574,-6.0
4.5760000000000005,-6.4
4.578,-6.8
4.58,-6.8
4.582,-6.3
4.5840000000000005,-5.6
4.586,-4.5
4.588,-4.0
4.59,-4.2
4.5920000000000005,-4.4
4.594,-4.4
4.596,-4.4
4.598,-4.6
4.6000000000000005,-4.0
4.602,-3.9
4.604,-3.6
4.606,-3.3
4.6080000000000005,-3.7
4.61,-3.7
4.612,-3.7
4.614,-4.1
4.616,-4.5
4.618,-4.2
4.62,-3.7
4.622,-3.7
4.624,-2.8
4.626,-2.7
4.628,-2.8
4.63,-3.3
4.632,-3.3
4.634,-3.9
4.636,-3.7
4.638,-3.7
4.64,-3.3
4.642,-3.3
4.644,-3.1
4.646,-3.1
4.648,-3.6
4.65,-3.2
4.652,-2.8
4.654,-3.1
4.656,-3.2
4.658,-3.2
4.66,-3.2
4.662,-3.8
4.664,-2.5
4.666,-2.4
4.668,-2.4
4.67,-3.1
4.672,-2.7
4.674,-3.5
4.676,-3.3
4.678,-2.8
4.68,-2.3
4.682,-2.5
4.684,-1.9
4.686,-1.8
4.688,-2.4
4.69,-3.2
4.692,-2.5
4.694,-2.5
4.696,-2.6
4.698,-2.0
4.7,-2.2
4.702,-2.1
4.704,-1.4
4.706,-1.7
4.708,-2.5
4.71,-2.9
4.712,-2.0
4.714,-2.8
4.716,-2.2
4.718,-2.2
4.72,-1.4
4.722,-1.5
4.724,-1.0
4.726,-0.9
4.728,-1.1
4.73,-1.0
4.732,-0.2
4.734,-1.1
4.736,-0.7
4.738,-0.7
4.74,-0.4
4.742,-0.3
4.744,0.1
4.746,-0.1
4.748,0.3
4.75,0.0
4.752,0.0
4.7540000000000004,-0.6
4.756,0.2
4.758,0.6
4.76,0.6
4.7620000000000005,0.6
4.764,1.0
4.766,0.9
4.768,0.6
4.7700000000000005,0.5
4.772,0.6
4.774,0.4
4.776,0.7
4.7780000000000005,1.0
4.78,1.0
4.782,1.1
4.784,1.4
4.7860000000000005,1.0
4.788,0.7
4.79,0.5
4.792,0.3
4.7940000000000005,-0.3
4.796,-0.2
4.798,-0.7
4.8,-0.7
4.8020000000000005,-0.7
4.804,-0.6
4.806,-1.2
4.808,-1.6
4.8100000000000005,-2.2
4.812,-2.0
4.814,-2.5
4.816,-2.4
4.8180000000000005,-2.4
4.82,-2.3
4.822,-2.3
4.824,-2.2
4.8260000000000005,-2.4
4.828,-2.7
4.83,-3.0
4.832,-3.2
4.8340000000000005,-4.3
4.836,-4.0
4.838,-3.7
4.84,-3.8
4.8420000000000005,-3.8
4.844,-4.0
4.846,-3.6
4.848,-3.8
4.8500000000000005,-4.4
4.852,-3.4
4.854,-3.6
4.856,-4.0
4.8580000000000005,-4.0
4.86,-4.2
4.862,-4.0
4.864,-3.6
4.866,-4.0
4.868,-4.4
4.87,-3.9
4.872,-4.4
4.874,-4.3
4.876,-4.1
4.878,-4.1
4.88,-4.2
4.882,-4.1
4.884,-3.7
4.886,-4.2
4.888,-4.2
4.89,-3.6
4.892,-4.3
4.894,-4.3
4.896,-4.6
4.898,-4.3
4.9,-4.3
4.902,-4.0
4.904,-4.2
4.906,-4.4
4.908,-4.1
4.91,-3.7
4.912,-4.8
4.914,-4.5
4.916,-4.4
4.918,-3.7
4.92,-4.0
4.922,-4.0
4.924,-3.7
4.926,-4.2
4.928,-4.3
4.93,-4.2
4.932,-4.3
4.934,-4.7
4.936,-4.7
4.938,-3.9
4.94,-4.1
4.942,-3.4
4.944,-3.9
4.946,-4.1
4.948,-4.3
4.95,-4.1
4.952,-4.1
4.954,-4.3
4.956,-4.3
4.958,-3.8
4.96,-4.1
4.962,-3.3
4.964,-3.4
4.966,-3.6
4.968,-4.5
4.97,-4.5
4.972,-4.7
4.974,-4.7
4.976,-3.9
4.978,-3.9
4.98,-3.9
4.982,-2.6
4.984,-2.6
4.986,-3.0
4.988,-4.0
4.99,-4.0
4.992,-4.9
4.994,-4.4
4.996,-4.3
4.998,-3.6
5.0,-4.0
5.002,-2.9
5.0040000000000004,-3.0
5.006,-3.5
5.008,-4.0
5.01,-3.9
5.0120000000000005,-4.4
5.014,-4.4
5.016,-4.4
5.018,-4.4
5.0200000000000005,-3.8
5.022,-3.1
5.024,-3.2
5.026,-3.4
5.0280000000000005,-4.0
5.03,-3.9
5.032,-4.3
5.034,-4.1
5.0360000000000005,-4.0
5.038,-3.8
5.04,-3.8
5.042,-3.7
5.0440000000000005,-3.7
5.046,-3.9
5.048,-4.0
5.05,-3.8
5.0520000000000005,-4.5
5.054,-4.1
5.056,-4.3
5.058,-4.3
5.0600000000000005,-4.5
5.062,-3.1
5.064,-3.4
5.066,-4.1
5.0680000000000005,-3.8
5.07,-4.3
5.072,-5.0
5.074,-4.9
5.0760000000000005,-4.5
5.078,-4.3
5.08,-4.3
5.082,-4.2
5.0840000000000005,-3.8
5.086,-3.8
5.088,-4.1
5.09,-3.6
5.0920000000000005,-4.7
5.094,-4.2
5.096,-3.7
5.098,-3.8
5.1000000000000005,-3.8
5.102,-3.1
5.104,-3.6
5.106,-4.4
5.1080000000000005,-4.4
5.11,-4.0
5.112,-4.5
5.114,-4.4
5.1160000000000005,-4.8
5.118,-4.3
5.12,-3.9
5.122,-3.3
5.124,-4.2
5.126,-4.5
5.128,-4.0
5.13,-4.1
5.132,-4.3
5.134,-4.0
5.136,-4.1
5.138,-3.9
5.14,-3.5
5.142,-3.6
5.144,-4.1
5.146,-4.5
5.148,-4.2
5.15,-4.2
5.152,-4.1
5.154,-4.0
5.156,-4.1
5.158,-3.8
5.16,-3.4
5.162,-3.4
5.164,-3.4
5.166,-3.8
5.168,-3.8
5.17,-4.0
5.172,-4.5
5.174,-3.4
5.176,-3.3
5.178,-3.4
5.18,-3.2
5.182,-3.2
5.184,-3.7
5.186,-3.5
5.188,-3.5
5.19,-4.0
5.192,-4.2
5.194,-3.4
5.196,-3.9
5.198,-4.0
5.2,-3.7
5.202,-3.5
5.204,-3.5
5.206,-3.6
5.208,-3.2
5.21,-3.3
5.212,-3.4
5.214,-3.1
5.216,-2.4
5.218,-2.5
5.22,-2.4
5.222,-3.3
5.224,-3.9
5.226,-3.5
5.228,-3.2
5.23,-3.4
5.232,-3.4
5.234,-3.2
5.236,-2.8
5.238,-3.6
5.24,-2.6
5.242,-2.7
5.244,-2.7
5.246,-3.0
5.248,-3.1
5.25,-4.2
5.252,-3.8
5.2540000000000004,-3.3
5.256,-3.3
5.258,-3.4
5.26,-2.9
5.2620000000000005,-3.7
5.264,-3.7
5.266,-4.1
5.268,-4.1
5.2700000000000005,-4.4
5.272,-4.3
5.274,-3.5
5.276,-2.9
5.2780000000000005,-3.6
5.28,-2.7
5.282,-3.4
5.284,-3.4
5.2860000000000005,-3.6
5.288,-3.4
5.29,-4.4
5.292,-3.9
5.2940000000000005,-4.1
5.296,-3.1
5.298,-3.8
5.3,-3.8
5.3020000000000005,-3.4
5.304,-4.0
5.306,-4.7
5.308,-4.0
5.3100000000000005,-4.3
5.312,-4.3
5.314,-4.3
5.316,-3.5
5.3180000000000005,-3.9
5.32,-3.4
5.322,-3.9
5.324,-4.2
5.3260000000000005,-4.6
5.328,-4.2
5.33,-4.6
5.332,-4.6
5.3340000000000005,-4.5
5.336,-4.4
5.338,-4.9
5.34,-4.6
5.3420000000000005,-4.7
5.344,-5.3
5.346,-5.6
5.348,-4.9
5.3500000000000005,-4.5
5.352,-3.2
5.354,-1.8
5.356,-0.1
5.3580000000000005,1.6
5.36,3.8
5.362,5.1
5.364,5.9
5.3660000000000005,6.1
5.368,4.5
5.37,2.8
5.372,1.3
5.3740000000000006,1.6
5.376,1.7
5.378,0.7
5.38,-0.8
5.382,-3.5
5.384,-6.2
5.386,-6.5
5.388,-6.9
5.39,-7.0
5.392,-6.5
5.394,-6.0
5.396,-5.5
5.398,-5.5
5.4,-4.7
5.402,-4.7
5.404,-4.9
5.406,-4.5
5.408,-4.1
5.41,-4.7
5.412,-4.6
5.414,-3.8
5.416,-3.8
5.418,-3.4
5.42,-3.3
5.422,-3.3
5.424,-2.9
5.426,-3.3
5.428,-3.5
5.43,-3.8
5.432,-3.4
5.434,-3.1
5.436,-3.3
5.438,-3.2
5.44,-3.2
5.442,-3.7
5.444,-3.9
5.446,-3.5
5.448,-3.3
5.45,-3.5
5.452,-3.1
5.454,-3.0
5.456,-3.1
5.458,-2.6
5.46,-3.0
5.462,-3.2
5.464,-3.3
5.466,-2.7
5.468,-3.3
5.47,-2.9
5.472,-3.1
5.474,-2.7
5.476,-3.0
5.478,-2.7
5.48,-2.5
5.482,-2.8
5.484,-2.9
5.486,-2.6
5.488,-2.7
5.49,-3.2
5.492,-3.2
5.494,-3.1
5.496,-2.6
5.498,-2.0
5.5,-2.6
5.502,-3.2
5.5040000000000004,-2.9
5.506,-2.9
5.508,-2.9
5.51,-2.7
5.5120000000000005,-2.3
5.514,-2.3
5.516,-2.6
5.518,-2.0
5.5200000000000005,-2.4
5.522,-2.2
5.524,-2.5
5.526,-2.3
5.5280000000000005,-2.7
5.53,-2.3
5.532,-2.1
5.534,-2.1
5.5360000000000005,-2.2
5.538,-1.0
5.54,-1.1
5.542,-1.8
5.5440000000000005,-1.9
5.546,-1.2
5.548,-2.2
5.55,-1.9
5.5520000000000005,-1.5
5.554,-1.0
5.556,-1.5
5.558,-0.6
5.5600000000000005,-0.6
5.562,-0.8
5.564,-0.8
5.566,-0.8
5.5680000000000005,-1.3
5.57,-1.3
5.572,-0.5
5.574,-0.1
5.5760000000000005,0.0
5.578,0.5
5.58,0.3
5.582,0.4
5.5840000000000005,0.4
5.586,0.6
5.588,0.4
5.59,0.4
5.5920000000000005,0.8
5.594,1.3
5.596,1.2
5.598,1.4
5.6000000000000005,0.9
5.602,1.1
5.604,1.1
5.606,1.1
5.6080000000000005,0.5
5.61,1.2
5.612,1.3
5.614,1.6
5.6160000000000005,1.8
5.618,2.4
5.62,1.8
5.622,1.5
5.6240000000000006,1.4
5.626,1.6
5.628,0.8
5.63,1.2
5.632,1.2
5.634,0.8
5.636,0.7
5.638,1.9
5.64,1.2
5.642,0.2
5.644,-0.4
5.646,0.0
5.648,-0.9
5.65,-1.3
5.652,-1.5
5.654,-1.0
5.656,-1.4
5.658,-1.2
5.66,-1.2
5.662,-1.4
5.664,-1.6
5.666,-2.0
5.668,-2.5
5.67,-2.4
5.672,-2.7
5.674,-2.3
5.676,-2.8
5.678,-2.4
5.68,-2.8
5.682,-3.1
5.684,-3.2
5.686,-3.3
5.688,-3.3
5.69,-3.4
5.692,-3.4
5.694,-3.4
5.696,-2.8
5.698,-3.0
5.7,-3.2
5.702,-3.3
5.704,-3.2
5.706,-3.5
5.708,-3.2
5.71,-3.3
5.712,-3.5
5.714,-3.7
5.716,-3.5
5.718,-2.8
5.72,-3.2
5.722,-3.4
5.724,-3.1
5.726,-3.9
5.728,-3.9
5.73,-3.5
5.732,-3.5
5.734,-3.5
5.736,-3.2
5.738,-2.6
5.74,-2.8
5.742,-3.7
5.744,-3.6
5.746,-3.9
5.748,-4.3
5.75,-4.3
5.752,-3.6
5.7540000000000004,-3.6
5.756,-3.0
5.758,-3.5
5.76,-3.2
5.7620000000000005,-3.3
5.764,-3.6
5.766,-3.7
5.768,-3.7
5.7700000000000005,-3.1
5.772,-3.1
5.774,-3.6
5.776,-2.8
5.7780000000000005,-3.1
5.78,-3.2
5.782,-3.3
5.784,-3.1
5.7860000000000005,-3.5
5.788,-3.6
5.79,-3.3
5.792,-3.3
5.7940000000000005,-3.5
5.796,-3.2
5.798,-3.2
5.8,-3.3
5.8020000000000005,-3.3
5.804,-2.8
5.806,-3.7
5.808,-3.0
5.8100000000000005,-2.8
5.812,-2.8
5.814,-2.8
5.816,-2.6
5.8180000000000005,-2.9
5.82,-3.3
5.822,-3.4
5.824,-2.8
5.8260000000000005,-3.6
5.828,-3.4
5.83,-2.9
5.832,-2.9
5.8340000000000005,-3.1
5.836,-2.2
5.838,-2.6
5.84,-3.0
5.8420000000000005,-2.6
5.844,-2.1
5.846,-3.4
5.848,-3.6
5.8500000000000005,-3.0
5.852,-2.6
5.854,-2.8
5.856,-2.3
5.8580000000000005,-2.3
5.86,-2.5
5.862,-2.9
5.864,-2.6
5.8660000000000005,-3.2
5.868,-3.8
5.87,-3.5
5.872,-3.3
5.8740000000000006,-3.0
5.876,-2.4
5.878,-3.2
5.88,-3.1
5.882000000000001,-3.0
5.884,-3.3
5.886,-3.9
5.888,-3.9
5.89,-3.8
5.892,-3.7
5.894,-3.8
5.896,-2.8
5.898,-3.0
5.9,-3.4
5.902,-3.6
5.904,-3.1
5.906,-3.3
5.908,-3.3
5.91,-3.3
5.912,-3.4
5.914,-3.5
5.916,-3.0
5.918,-3.1
5.92,-3.2
5.922,-2.7
5.924,-2.6
